Ship_Mode,Ship_Date,Ship_id
REGULAR AIR,11-01-2009,SHP_4010
REGULAR AIR,28-07-2009,SHP_4011
REGULAR AIR,16-01-2009,SHP_4012
DELIVERY TRUCK,14-01-2009,SHP_4013
EXPRESS AIR,16-01-2009,SHP_4014
DELIVERY TRUCK,28-01-2010,SHP_4015
REGULAR AIR,05-11-2009,SHP_4016
REGULAR AIR,08-10-2011,SHP_4017
DELIVERY TRUCK,14-04-2012,SHP_4018
REGULAR AIR,21-08-2011,SHP_4019
REGULAR AIR,22-10-2011,SHP_4020
EXPRESS AIR,22-10-2011,SHP_4021
DELIVERY TRUCK,20-10-2011,SHP_4022
DELIVERY TRUCK,22-01-2009,SHP_4023
REGULAR AIR,22-01-2009,SHP_4024
REGULAR AIR,07-12-2011,SHP_4025
REGULAR AIR,17-08-2012,SHP_4026
DELIVERY TRUCK,15-08-2012,SHP_4027
EXPRESS AIR,09-05-2009,SHP_4028
EXPRESS AIR,24-04-2011,SHP_4029
REGULAR AIR,25-04-2011,SHP_4030
EXPRESS AIR,26-06-2009,SHP_4031
DELIVERY TRUCK,02-08-2010,SHP_4032
REGULAR AIR,31-07-2010,SHP_4033
REGULAR AIR,02-12-2009,SHP_4034
REGULAR AIR,04-12-2010,SHP_4035
DELIVERY TRUCK,22-11-2009,SHP_4036
REGULAR AIR,22-11-2009,SHP_4037
REGULAR AIR,22-07-2009,SHP_4038
REGULAR AIR,24-07-2009,SHP_4039
REGULAR AIR,01-06-2010,SHP_4040
REGULAR AIR,28-11-2010,SHP_4041
REGULAR AIR,05-09-2011,SHP_4042
EXPRESS AIR,05-09-2011,SHP_4043
EXPRESS AIR,29-10-2010,SHP_4044
REGULAR AIR,20-10-2009,SHP_4045
REGULAR AIR,09-09-2012,SHP_4046
REGULAR AIR,14-10-2011,SHP_4047
REGULAR AIR,04-06-2011,SHP_4048
REGULAR AIR,20-11-2012,SHP_4049
REGULAR AIR,21-11-2012,SHP_4050
REGULAR AIR,07-12-2010,SHP_4051
DELIVERY TRUCK,27-05-2012,SHP_4052
DELIVERY TRUCK,28-07-2009,SHP_4053
DELIVERY TRUCK,03-07-2010,SHP_4054
DELIVERY TRUCK,06-02-2011,SHP_4055
REGULAR AIR,16-04-2012,SHP_4056
REGULAR AIR,11-04-2009,SHP_4057
REGULAR AIR,12-11-2009,SHP_4058
EXPRESS AIR,06-06-2009,SHP_4059
REGULAR AIR,16-01-2009,SHP_4060
REGULAR AIR,04-10-2011,SHP_4061
REGULAR AIR,13-10-2012,SHP_4062
REGULAR AIR,30-10-2012,SHP_4063
DELIVERY TRUCK,19-03-2011,SHP_4064
REGULAR AIR,17-01-2009,SHP_4065
REGULAR AIR,25-10-2012,SHP_4066
REGULAR AIR,04-07-2010,SHP_4067
DELIVERY TRUCK,23-06-2012,SHP_4068
REGULAR AIR,17-12-2010,SHP_4069
EXPRESS AIR,07-06-2012,SHP_4070
DELIVERY TRUCK,31-05-2012,SHP_4071
DELIVERY TRUCK,30-06-2012,SHP_4072
REGULAR AIR,25-10-2010,SHP_4073
DELIVERY TRUCK,24-10-2010,SHP_4074
REGULAR AIR,25-08-2009,SHP_4075
REGULAR AIR,26-10-2012,SHP_4076
DELIVERY TRUCK,15-02-2009,SHP_4077
REGULAR AIR,03-09-2009,SHP_4078
DELIVERY TRUCK,20-05-2012,SHP_4079
EXPRESS AIR,16-09-2009,SHP_4080
REGULAR AIR,17-06-2010,SHP_4081
DELIVERY TRUCK,28-02-2010,SHP_4082
DELIVERY TRUCK,07-04-2010,SHP_4083
REGULAR AIR,30-07-2010,SHP_4084
DELIVERY TRUCK,31-07-2010,SHP_4085
REGULAR AIR,01-08-2012,SHP_4086
DELIVERY TRUCK,02-08-2012,SHP_4087
REGULAR AIR,20-05-2010,SHP_4088
EXPRESS AIR,09-03-2012,SHP_4089
REGULAR AIR,16-03-2011,SHP_4090
REGULAR AIR,15-11-2012,SHP_4091
REGULAR AIR,14-11-2012,SHP_4092
REGULAR AIR,12-11-2012,SHP_4093
DELIVERY TRUCK,06-11-2011,SHP_4094
DELIVERY TRUCK,20-01-2009,SHP_4095
EXPRESS AIR,20-01-2009,SHP_4096
DELIVERY TRUCK,10-09-2010,SHP_4097
REGULAR AIR,09-09-2010,SHP_4098
REGULAR AIR,06-12-2009,SHP_4099
DELIVERY TRUCK,19-01-2009,SHP_4100
DELIVERY TRUCK,03-09-2009,SHP_4101
REGULAR AIR,03-05-2011,SHP_4102
EXPRESS AIR,05-03-2011,SHP_4103
REGULAR AIR,30-12-2009,SHP_4104
REGULAR AIR,07-05-2010,SHP_4105
REGULAR AIR,16-10-2010,SHP_4106
REGULAR AIR,15-05-2012,SHP_4107
DELIVERY TRUCK,12-04-2012,SHP_4108
REGULAR AIR,25-06-2011,SHP_4109
REGULAR AIR,17-02-2012,SHP_4110
EXPRESS AIR,01-11-2010,SHP_4111
REGULAR AIR,26-02-2011,SHP_4112
REGULAR AIR,24-05-2010,SHP_4113
REGULAR AIR,27-04-2010,SHP_4114
REGULAR AIR,30-04-2009,SHP_4115
REGULAR AIR,07-06-2009,SHP_4116
REGULAR AIR,21-07-2010,SHP_4117
DELIVERY TRUCK,08-12-2009,SHP_4118
REGULAR AIR,25-10-2010,SHP_4119
REGULAR AIR,02-06-2009,SHP_4120
REGULAR AIR,17-07-2011,SHP_4121
DELIVERY TRUCK,14-02-2011,SHP_4122
DELIVERY TRUCK,15-05-2012,SHP_4123
DELIVERY TRUCK,22-12-2011,SHP_4124
REGULAR AIR,04-02-2011,SHP_4125
REGULAR AIR,24-04-2009,SHP_4126
EXPRESS AIR,15-12-2010,SHP_4127
REGULAR AIR,06-09-2010,SHP_4128
DELIVERY TRUCK,20-01-2009,SHP_4129
EXPRESS AIR,23-01-2011,SHP_4130
REGULAR AIR,19-08-2010,SHP_4131
REGULAR AIR,28-08-2012,SHP_4132
REGULAR AIR,26-05-2010,SHP_4133
REGULAR AIR,23-05-2011,SHP_4134
REGULAR AIR,23-08-2012,SHP_4135
REGULAR AIR,22-07-2011,SHP_4136
REGULAR AIR,02-09-2012,SHP_4137
REGULAR AIR,14-06-2009,SHP_4138
REGULAR AIR,11-01-2009,SHP_4139
REGULAR AIR,01-01-2012,SHP_4140
REGULAR AIR,12-02-2012,SHP_4141
DELIVERY TRUCK,01-09-2012,SHP_4142
REGULAR AIR,02-09-2010,SHP_4143
REGULAR AIR,10-05-2010,SHP_4144
DELIVERY TRUCK,01-11-2010,SHP_4145
REGULAR AIR,06-08-2009,SHP_4146
DELIVERY TRUCK,26-10-2011,SHP_4147
REGULAR AIR,04-11-2009,SHP_4148
REGULAR AIR,02-11-2010,SHP_4149
REGULAR AIR,13-01-2010,SHP_4150
REGULAR AIR,21-09-2012,SHP_4151
REGULAR AIR,27-09-2010,SHP_4152
REGULAR AIR,02-05-2012,SHP_4153
REGULAR AIR,30-10-2012,SHP_4154
REGULAR AIR,02-09-2012,SHP_4155
REGULAR AIR,29-06-2012,SHP_4156
REGULAR AIR,15-04-2009,SHP_4157
REGULAR AIR,30-08-2011,SHP_4158
REGULAR AIR,05-10-2012,SHP_4159
REGULAR AIR,18-08-2011,SHP_4160
REGULAR AIR,01-10-2009,SHP_4161
REGULAR AIR,12-12-2012,SHP_4162
REGULAR AIR,13-11-2011,SHP_4163
REGULAR AIR,25-06-2009,SHP_4164
DELIVERY TRUCK,01-05-2009,SHP_4165
REGULAR AIR,31-08-2011,SHP_4166
REGULAR AIR,09-06-2012,SHP_4167
DELIVERY TRUCK,04-02-2009,SHP_4168
REGULAR AIR,30-09-2012,SHP_4169
EXPRESS AIR,06-04-2011,SHP_4170
REGULAR AIR,14-01-2010,SHP_4171
DELIVERY TRUCK,12-04-2010,SHP_4172
EXPRESS AIR,18-03-2009,SHP_4173
DELIVERY TRUCK,14-11-2011,SHP_4174
REGULAR AIR,15-05-2012,SHP_4175
REGULAR AIR,14-05-2012,SHP_4176
DELIVERY TRUCK,12-11-2009,SHP_4177
REGULAR AIR,12-11-2009,SHP_4178
REGULAR AIR,13-11-2009,SHP_4179
REGULAR AIR,11-08-2011,SHP_4180
DELIVERY TRUCK,14-08-2011,SHP_4181
REGULAR AIR,23-05-2010,SHP_4182
EXPRESS AIR,26-02-2010,SHP_4183
REGULAR AIR,26-02-2010,SHP_4184
REGULAR AIR,14-03-2010,SHP_4185
EXPRESS AIR,27-07-2011,SHP_4186
REGULAR AIR,28-07-2011,SHP_4187
REGULAR AIR,28-10-2012,SHP_4188
DELIVERY TRUCK,28-10-2012,SHP_4189
REGULAR AIR,14-08-2010,SHP_4190
REGULAR AIR,29-11-2009,SHP_4191
EXPRESS AIR,15-12-2009,SHP_4192
REGULAR AIR,29-04-2012,SHP_4193
REGULAR AIR,30-04-2012,SHP_4194
REGULAR AIR,19-04-2011,SHP_4195
DELIVERY TRUCK,09-06-2012,SHP_4196
REGULAR AIR,09-06-2012,SHP_4197
REGULAR AIR,06-04-2009,SHP_4198
EXPRESS AIR,22-06-2011,SHP_4199
REGULAR AIR,05-01-2010,SHP_4200
EXPRESS AIR,07-01-2010,SHP_4201
DELIVERY TRUCK,14-09-2012,SHP_4202
EXPRESS AIR,04-10-2009,SHP_4203
REGULAR AIR,05-10-2009,SHP_4204
REGULAR AIR,29-11-2011,SHP_4205
REGULAR AIR,14-12-2012,SHP_4206
EXPRESS AIR,14-12-2012,SHP_4207
REGULAR AIR,02-02-2009,SHP_4208
DELIVERY TRUCK,01-02-2009,SHP_4209
REGULAR AIR,06-07-2010,SHP_4210
REGULAR AIR,11-04-2011,SHP_4211
REGULAR AIR,04-07-2011,SHP_4212
REGULAR AIR,07-07-2011,SHP_4213
REGULAR AIR,27-08-2012,SHP_4214
REGULAR AIR,16-03-2010,SHP_4215
REGULAR AIR,06-03-2009,SHP_4216
REGULAR AIR,25-08-2010,SHP_4217
REGULAR AIR,19-03-2011,SHP_4218
REGULAR AIR,20-03-2011,SHP_4219
DELIVERY TRUCK,18-03-2011,SHP_4220
REGULAR AIR,27-12-2010,SHP_4221
DELIVERY TRUCK,28-12-2010,SHP_4222
REGULAR AIR,29-12-2010,SHP_4223
REGULAR AIR,16-06-2012,SHP_4224
REGULAR AIR,28-04-2011,SHP_4225
REGULAR AIR,10-09-2010,SHP_4226
DELIVERY TRUCK,12-09-2010,SHP_4227
REGULAR AIR,11-09-2010,SHP_4228
REGULAR AIR,08-05-2012,SHP_4229
REGULAR AIR,03-04-2009,SHP_4230
REGULAR AIR,02-04-2009,SHP_4231
REGULAR AIR,01-07-2011,SHP_4232
REGULAR AIR,08-10-2010,SHP_4233
REGULAR AIR,09-10-2010,SHP_4234
REGULAR AIR,11-02-2009,SHP_4235
REGULAR AIR,25-12-2011,SHP_4236
DELIVERY TRUCK,15-05-2010,SHP_4237
REGULAR AIR,16-05-2010,SHP_4238
REGULAR AIR,25-08-2009,SHP_4239
DELIVERY TRUCK,24-08-2009,SHP_4240
DELIVERY TRUCK,17-12-2010,SHP_4241
DELIVERY TRUCK,12-12-2010,SHP_4242
REGULAR AIR,27-02-2010,SHP_4243
DELIVERY TRUCK,28-08-2010,SHP_4244
REGULAR AIR,27-08-2010,SHP_4245
REGULAR AIR,24-07-2011,SHP_4246
REGULAR AIR,15-07-2012,SHP_4247
DELIVERY TRUCK,25-09-2009,SHP_4248
DELIVERY TRUCK,21-11-2012,SHP_4249
REGULAR AIR,07-07-2011,SHP_4250
REGULAR AIR,08-07-2011,SHP_4251
REGULAR AIR,19-07-2010,SHP_4252
REGULAR AIR,16-11-2011,SHP_4253
REGULAR AIR,19-01-2009,SHP_4254
REGULAR AIR,13-04-2009,SHP_4255
REGULAR AIR,05-12-2010,SHP_4256
REGULAR AIR,07-12-2010,SHP_4257
REGULAR AIR,01-04-2012,SHP_4258
REGULAR AIR,17-09-2009,SHP_4259
REGULAR AIR,04-11-2009,SHP_4260
REGULAR AIR,06-11-2009,SHP_4261
DELIVERY TRUCK,09-11-2009,SHP_4262
DELIVERY TRUCK,18-12-2010,SHP_4263
REGULAR AIR,14-07-2012,SHP_4264
REGULAR AIR,29-11-2012,SHP_4265
REGULAR AIR,12-11-2012,SHP_4266
EXPRESS AIR,04-03-2009,SHP_4267
REGULAR AIR,14-06-2011,SHP_4268
EXPRESS AIR,10-01-2011,SHP_4269
REGULAR AIR,27-11-2012,SHP_4270
REGULAR AIR,18-04-2012,SHP_4271
REGULAR AIR,19-04-2012,SHP_4272
REGULAR AIR,18-08-2010,SHP_4273
REGULAR AIR,28-11-2009,SHP_4274
DELIVERY TRUCK,27-02-2012,SHP_4275
REGULAR AIR,08-06-2010,SHP_4276
REGULAR AIR,13-08-2012,SHP_4277
REGULAR AIR,13-08-2012,SHP_4278
REGULAR AIR,22-03-2009,SHP_4279
REGULAR AIR,21-03-2009,SHP_4280
REGULAR AIR,09-10-2009,SHP_4281
EXPRESS AIR,26-04-2011,SHP_4282
REGULAR AIR,25-09-2010,SHP_4283
REGULAR AIR,01-12-2010,SHP_4284
REGULAR AIR,04-12-2010,SHP_4285
REGULAR AIR,17-07-2009,SHP_4286
REGULAR AIR,22-01-2010,SHP_4287
REGULAR AIR,06-06-2012,SHP_4288
REGULAR AIR,23-02-2012,SHP_4289
REGULAR AIR,01-05-2012,SHP_4290
REGULAR AIR,22-02-2010,SHP_4291
EXPRESS AIR,16-08-2010,SHP_4292
EXPRESS AIR,17-08-2010,SHP_4293
EXPRESS AIR,12-12-2011,SHP_4294
REGULAR AIR,04-01-2009,SHP_4295
DELIVERY TRUCK,04-01-2009,SHP_4296
REGULAR AIR,30-03-2010,SHP_4297
REGULAR AIR,08-12-2010,SHP_4298
REGULAR AIR,23-08-2009,SHP_4299
EXPRESS AIR,18-08-2011,SHP_4300
REGULAR AIR,30-07-2012,SHP_4301
EXPRESS AIR,23-09-2010,SHP_4302
REGULAR AIR,19-04-2010,SHP_4303
REGULAR AIR,20-04-2010,SHP_4304
EXPRESS AIR,23-11-2011,SHP_4305
REGULAR AIR,15-08-2011,SHP_4306
REGULAR AIR,30-10-2009,SHP_4307
EXPRESS AIR,11-07-2009,SHP_4308
REGULAR AIR,21-10-2011,SHP_4309
DELIVERY TRUCK,28-03-2009,SHP_4310
REGULAR AIR,05-08-2010,SHP_4311
DELIVERY TRUCK,05-08-2010,SHP_4312
REGULAR AIR,23-01-2009,SHP_4313
EXPRESS AIR,23-01-2009,SHP_4314
REGULAR AIR,28-05-2012,SHP_4315
REGULAR AIR,27-05-2012,SHP_4316
EXPRESS AIR,04-02-2010,SHP_4317
REGULAR AIR,03-02-2010,SHP_4318
REGULAR AIR,04-08-2011,SHP_4319
REGULAR AIR,11-10-2010,SHP_4320
REGULAR AIR,04-10-2010,SHP_4321
REGULAR AIR,06-10-2010,SHP_4322
EXPRESS AIR,19-09-2012,SHP_4323
REGULAR AIR,19-09-2012,SHP_4324
REGULAR AIR,18-09-2012,SHP_4325
REGULAR AIR,07-01-2012,SHP_4326
REGULAR AIR,08-01-2012,SHP_4327
REGULAR AIR,08-09-2010,SHP_4328
REGULAR AIR,18-04-2009,SHP_4329
EXPRESS AIR,03-08-2011,SHP_4330
REGULAR AIR,22-10-2012,SHP_4331
REGULAR AIR,11-08-2011,SHP_4332
REGULAR AIR,25-02-2011,SHP_4333
EXPRESS AIR,11-06-2011,SHP_4334
REGULAR AIR,20-04-2010,SHP_4335
REGULAR AIR,21-07-2011,SHP_4336
REGULAR AIR,28-02-2009,SHP_4337
REGULAR AIR,04-01-2012,SHP_4338
REGULAR AIR,06-01-2012,SHP_4339
REGULAR AIR,05-01-2012,SHP_4340
REGULAR AIR,10-05-2011,SHP_4341
REGULAR AIR,05-10-2012,SHP_4342
REGULAR AIR,14-05-2009,SHP_4343
REGULAR AIR,03-05-2011,SHP_4344
DELIVERY TRUCK,06-02-2011,SHP_4345
REGULAR AIR,05-02-2011,SHP_4346
DELIVERY TRUCK,27-05-2010,SHP_4347
REGULAR AIR,07-04-2009,SHP_4348
REGULAR AIR,03-09-2009,SHP_4349
REGULAR AIR,27-04-2009,SHP_4350
REGULAR AIR,31-08-2009,SHP_4351
REGULAR AIR,09-10-2009,SHP_4352
REGULAR AIR,10-10-2009,SHP_4353
EXPRESS AIR,02-05-2010,SHP_4354
REGULAR AIR,02-05-2010,SHP_4355
DELIVERY TRUCK,02-05-2010,SHP_4356
DELIVERY TRUCK,22-08-2010,SHP_4357
REGULAR AIR,08-09-2011,SHP_4358
EXPRESS AIR,08-09-2011,SHP_4359
DELIVERY TRUCK,08-12-2010,SHP_4360
REGULAR AIR,06-03-2009,SHP_4361
REGULAR AIR,15-03-2011,SHP_4362
REGULAR AIR,16-03-2011,SHP_4363
REGULAR AIR,04-03-2012,SHP_4364
REGULAR AIR,06-03-2012,SHP_4365
REGULAR AIR,28-03-2009,SHP_4366
REGULAR AIR,22-10-2010,SHP_4367
REGULAR AIR,02-03-2009,SHP_4368
REGULAR AIR,03-03-2009,SHP_4369
EXPRESS AIR,02-03-2009,SHP_4370
REGULAR AIR,01-06-2011,SHP_4371
REGULAR AIR,02-03-2010,SHP_4372
DELIVERY TRUCK,02-02-2010,SHP_4373
REGULAR AIR,18-12-2011,SHP_4374
REGULAR AIR,19-10-2011,SHP_4375
DELIVERY TRUCK,07-02-2011,SHP_4376
REGULAR AIR,01-03-2010,SHP_4377
REGULAR AIR,30-11-2012,SHP_4378
DELIVERY TRUCK,14-03-2010,SHP_4379
DELIVERY TRUCK,03-02-2009,SHP_4380
REGULAR AIR,19-12-2011,SHP_4381
EXPRESS AIR,11-10-2009,SHP_4382
EXPRESS AIR,08-02-2011,SHP_4383
REGULAR AIR,08-02-2011,SHP_4384
REGULAR AIR,03-11-2010,SHP_4385
REGULAR AIR,05-11-2010,SHP_4386
REGULAR AIR,08-11-2012,SHP_4387
DELIVERY TRUCK,21-10-2011,SHP_4388
REGULAR AIR,19-10-2011,SHP_4389
REGULAR AIR,17-11-2009,SHP_4390
REGULAR AIR,20-02-2010,SHP_4391
REGULAR AIR,05-11-2011,SHP_4392
REGULAR AIR,05-04-2012,SHP_4393
EXPRESS AIR,03-09-2011,SHP_4394
EXPRESS AIR,19-07-2010,SHP_4395
REGULAR AIR,20-07-2010,SHP_4396
EXPRESS AIR,17-04-2009,SHP_4397
REGULAR AIR,21-11-2011,SHP_4398
REGULAR AIR,23-11-2011,SHP_4399
DELIVERY TRUCK,24-11-2011,SHP_4400
DELIVERY TRUCK,26-02-2010,SHP_4401
REGULAR AIR,03-03-2010,SHP_4402
REGULAR AIR,08-01-2012,SHP_4403
EXPRESS AIR,05-02-2009,SHP_4404
DELIVERY TRUCK,27-09-2009,SHP_4405
REGULAR AIR,29-09-2010,SHP_4406
EXPRESS AIR,27-06-2010,SHP_4407
DELIVERY TRUCK,25-04-2011,SHP_4408
REGULAR AIR,09-02-2009,SHP_4409
REGULAR AIR,07-02-2009,SHP_4410
REGULAR AIR,24-08-2009,SHP_4411
REGULAR AIR,01-12-2010,SHP_4412
REGULAR AIR,05-05-2011,SHP_4413
REGULAR AIR,04-06-2012,SHP_4414
REGULAR AIR,27-04-2010,SHP_4415
REGULAR AIR,28-04-2010,SHP_4416
DELIVERY TRUCK,18-12-2011,SHP_4417
REGULAR AIR,02-07-2009,SHP_4418
REGULAR AIR,01-07-2009,SHP_4419
REGULAR AIR,13-09-2012,SHP_4420
REGULAR AIR,01-07-2009,SHP_4421
REGULAR AIR,27-08-2010,SHP_4422
REGULAR AIR,18-04-2012,SHP_4423
REGULAR AIR,17-01-2009,SHP_4424
DELIVERY TRUCK,26-08-2009,SHP_4425
REGULAR AIR,25-08-2009,SHP_4426
EXPRESS AIR,31-08-2011,SHP_4427
REGULAR AIR,08-09-2010,SHP_4428
EXPRESS AIR,07-11-2012,SHP_4429
REGULAR AIR,07-11-2011,SHP_4430
REGULAR AIR,30-08-2010,SHP_4431
DELIVERY TRUCK,16-02-2011,SHP_4432
REGULAR AIR,16-02-2011,SHP_4433
REGULAR AIR,28-01-2009,SHP_4434
DELIVERY TRUCK,28-01-2009,SHP_4435
EXPRESS AIR,16-04-2012,SHP_4436
REGULAR AIR,28-09-2010,SHP_4437
REGULAR AIR,27-09-2010,SHP_4438
REGULAR AIR,22-07-2011,SHP_4439
REGULAR AIR,01-03-2012,SHP_4440
REGULAR AIR,13-01-2012,SHP_4441
REGULAR AIR,12-01-2012,SHP_4442
EXPRESS AIR,13-09-2011,SHP_4443
REGULAR AIR,08-04-2011,SHP_4444
REGULAR AIR,30-09-2009,SHP_4445
REGULAR AIR,18-08-2012,SHP_4446
REGULAR AIR,05-01-2010,SHP_4447
REGULAR AIR,03-01-2010,SHP_4448
DELIVERY TRUCK,05-01-2010,SHP_4449
REGULAR AIR,20-02-2012,SHP_4450
REGULAR AIR,19-06-2010,SHP_4451
REGULAR AIR,25-01-2010,SHP_4452
REGULAR AIR,16-09-2010,SHP_4453
REGULAR AIR,28-08-2012,SHP_4454
REGULAR AIR,23-10-2012,SHP_4455
DELIVERY TRUCK,18-10-2011,SHP_4456
REGULAR AIR,17-10-2011,SHP_4457
REGULAR AIR,24-01-2012,SHP_4458
REGULAR AIR,25-01-2012,SHP_4459
REGULAR AIR,20-09-2009,SHP_4460
REGULAR AIR,13-12-2009,SHP_4461
REGULAR AIR,12-12-2009,SHP_4462
EXPRESS AIR,12-04-2010,SHP_4463
REGULAR AIR,05-08-2010,SHP_4464
EXPRESS AIR,29-07-2009,SHP_4465
DELIVERY TRUCK,10-01-2011,SHP_4466
REGULAR AIR,08-01-2011,SHP_4467
REGULAR AIR,28-11-2009,SHP_4468
DELIVERY TRUCK,23-11-2009,SHP_4469
REGULAR AIR,23-11-2009,SHP_4470
REGULAR AIR,18-05-2009,SHP_4471
REGULAR AIR,01-12-2011,SHP_4472
REGULAR AIR,18-09-2012,SHP_4473
EXPRESS AIR,18-09-2012,SHP_4474
REGULAR AIR,30-09-2009,SHP_4475
REGULAR AIR,29-03-2009,SHP_4476
REGULAR AIR,17-09-2012,SHP_4477
REGULAR AIR,19-09-2012,SHP_4478
DELIVERY TRUCK,09-01-2010,SHP_4479
DELIVERY TRUCK,02-11-2011,SHP_4480
REGULAR AIR,02-11-2011,SHP_4481
REGULAR AIR,17-08-2012,SHP_4482
REGULAR AIR,05-05-2011,SHP_4483
EXPRESS AIR,13-04-2009,SHP_4484
EXPRESS AIR,03-01-2010,SHP_4485
REGULAR AIR,02-01-2010,SHP_4486
REGULAR AIR,16-08-2009,SHP_4487
DELIVERY TRUCK,17-08-2010,SHP_4488
EXPRESS AIR,08-01-2009,SHP_4489
REGULAR AIR,03-06-2010,SHP_4490
REGULAR AIR,03-10-2010,SHP_4491
REGULAR AIR,02-10-2010,SHP_4492
REGULAR AIR,01-03-2012,SHP_4493
REGULAR AIR,13-01-2012,SHP_4494
DELIVERY TRUCK,07-06-2009,SHP_4495
DELIVERY TRUCK,13-05-2011,SHP_4496
REGULAR AIR,15-05-2012,SHP_4497
REGULAR AIR,21-06-2012,SHP_4498
DELIVERY TRUCK,06-05-2010,SHP_4499
REGULAR AIR,22-03-2011,SHP_4500
REGULAR AIR,23-03-2011,SHP_4501
REGULAR AIR,11-04-2009,SHP_4502
DELIVERY TRUCK,11-04-2009,SHP_4503
EXPRESS AIR,11-04-2009,SHP_4504
DELIVERY TRUCK,10-04-2009,SHP_4505
EXPRESS AIR,30-05-2011,SHP_4506
REGULAR AIR,06-06-2011,SHP_4507
REGULAR AIR,07-01-2010,SHP_4508
REGULAR AIR,05-01-2010,SHP_4509
REGULAR AIR,08-01-2010,SHP_4510
REGULAR AIR,16-10-2011,SHP_4511
REGULAR AIR,21-10-2011,SHP_4512
REGULAR AIR,20-08-2010,SHP_4513
DELIVERY TRUCK,19-05-2012,SHP_4514
REGULAR AIR,09-08-2011,SHP_4515
REGULAR AIR,24-03-2012,SHP_4516
DELIVERY TRUCK,20-06-2009,SHP_4517
REGULAR AIR,21-06-2009,SHP_4518
REGULAR AIR,08-08-2010,SHP_4519
REGULAR AIR,19-01-2009,SHP_4520
REGULAR AIR,17-01-2009,SHP_4521
REGULAR AIR,29-01-2009,SHP_4522
EXPRESS AIR,01-07-2011,SHP_4523
REGULAR AIR,03-08-2012,SHP_4524
REGULAR AIR,02-08-2012,SHP_4525
REGULAR AIR,14-09-2011,SHP_4526
REGULAR AIR,11-11-2010,SHP_4527
EXPRESS AIR,09-11-2010,SHP_4528
REGULAR AIR,03-06-2010,SHP_4529
REGULAR AIR,02-06-2010,SHP_4530
DELIVERY TRUCK,21-04-2010,SHP_4531
EXPRESS AIR,21-04-2010,SHP_4532
REGULAR AIR,04-08-2010,SHP_4533
DELIVERY TRUCK,06-08-2010,SHP_4534
REGULAR AIR,05-08-2010,SHP_4535
EXPRESS AIR,11-03-2011,SHP_4536
REGULAR AIR,27-09-2009,SHP_4537
REGULAR AIR,23-05-2010,SHP_4538
REGULAR AIR,24-06-2010,SHP_4539
REGULAR AIR,23-06-2010,SHP_4540
EXPRESS AIR,19-11-2009,SHP_4541
REGULAR AIR,05-02-2009,SHP_4542
DELIVERY TRUCK,05-02-2009,SHP_4543
REGULAR AIR,26-06-2011,SHP_4544
REGULAR AIR,25-06-2011,SHP_4545
REGULAR AIR,18-07-2010,SHP_4546
REGULAR AIR,29-09-2011,SHP_4547
REGULAR AIR,04-10-2009,SHP_4548
REGULAR AIR,06-10-2009,SHP_4549
REGULAR AIR,13-03-2010,SHP_4550
EXPRESS AIR,13-03-2010,SHP_4551
REGULAR AIR,02-02-2009,SHP_4552
REGULAR AIR,09-08-2012,SHP_4553
REGULAR AIR,19-09-2010,SHP_4554
DELIVERY TRUCK,06-12-2012,SHP_4555
DELIVERY TRUCK,29-09-2010,SHP_4556
REGULAR AIR,26-12-2012,SHP_4557
REGULAR AIR,30-05-2009,SHP_4558
EXPRESS AIR,08-01-2011,SHP_4559
REGULAR AIR,03-10-2009,SHP_4560
DELIVERY TRUCK,13-11-2009,SHP_4561
REGULAR AIR,26-11-2012,SHP_4562
REGULAR AIR,25-10-2010,SHP_4563
DELIVERY TRUCK,22-01-2011,SHP_4564
REGULAR AIR,07-02-2012,SHP_4565
REGULAR AIR,02-01-2011,SHP_4566
EXPRESS AIR,29-06-2012,SHP_4567
REGULAR AIR,01-10-2012,SHP_4568
EXPRESS AIR,29-05-2012,SHP_4569
EXPRESS AIR,17-12-2012,SHP_4570
REGULAR AIR,19-01-2010,SHP_4571
DELIVERY TRUCK,25-06-2011,SHP_4572
REGULAR AIR,26-06-2011,SHP_4573
REGULAR AIR,17-12-2009,SHP_4574
REGULAR AIR,02-10-2012,SHP_4575
REGULAR AIR,30-09-2012,SHP_4576
REGULAR AIR,03-11-2011,SHP_4577
REGULAR AIR,30-10-2011,SHP_4578
REGULAR AIR,03-11-2012,SHP_4579
REGULAR AIR,29-06-2012,SHP_4580
REGULAR AIR,16-03-2010,SHP_4581
REGULAR AIR,28-09-2009,SHP_4582
REGULAR AIR,12-02-2010,SHP_4583
EXPRESS AIR,13-02-2010,SHP_4584
REGULAR AIR,30-06-2009,SHP_4585
DELIVERY TRUCK,02-07-2009,SHP_4586
REGULAR AIR,08-03-2009,SHP_4587
REGULAR AIR,13-10-2010,SHP_4588
REGULAR AIR,06-11-2009,SHP_4589
REGULAR AIR,22-09-2010,SHP_4590
REGULAR AIR,25-09-2010,SHP_4591
REGULAR AIR,19-04-2011,SHP_4592
DELIVERY TRUCK,15-04-2011,SHP_4593
REGULAR AIR,15-07-2011,SHP_4594
REGULAR AIR,14-07-2011,SHP_4595
DELIVERY TRUCK,01-01-2010,SHP_4596
REGULAR AIR,01-01-2010,SHP_4597
REGULAR AIR,16-04-2011,SHP_4598
REGULAR AIR,20-08-2009,SHP_4599
